;similar1;similar2;similar3;similar4;similar5
110076;62881.0;27140.0;252865.0;220240.0;28938.0
110373;117111.0;80810.0;196738.0;78448.0;43619.0
110746;144255.0;242361.0;32122.0;43619.0;67663.0
111578;49422.0;242361.0;100578.0;149084.0;276680.0
111847;43619.0;132173.0;273113.0;219683.0;144255.0
112083;146175.0;96554.0;111578.0;242361.0;89014.0
113467;59150.0;219259.0;126693.0;86189.0;86835.0
114216;79942.0;123056.0;142121.0;126296.0;11629.0
114544;62862.0;87712.0;141444.0;196466.0;8253.0
115234;43619.0;68185.0;106007.0;278188.0;91266.0
117111;120908.0;170415.0;25131.0;127826.0;31919.0
120565;55927.0;126296.0;73923.0;36327.0;163202.0
120908;149084.0;273113.0;117111.0;37538.0;126693.0
123056;2891.0;45557.0;31919.0;242361.0;114216.0
123095;32122.0;62862.0;156300.0;37644.0;114544.0
124310;217318.0;27788.0;233711.0;62862.0;31919.0
124489;182746.0;59189.0;273113.0;90766.0;86189.0
124597;32122.0;87712.0;149084.0;45557.0;66942.0
126296;79942.0;48025.0;43619.0;8066.0;251140.0
126693;134247.0;242073.0;120908.0;43619.0;273086.0
127129;259035.0;62755.0;59150.0;31308.0;233711.0
127826;249924.0;117111.0;183046.0;175052.0;252827.0
128085;202173.0;196738.0;259378.0;120908.0;33580.0
129503;90232.0;149084.0;45557.0;30273.0;190741.0
129563;138543.0;264525.0;278188.0;91266.0;86835.0
130438;30824.0;142256.0;182053.0;44845.0;67663.0
131126;75595.0;163570.0;259901.0;219683.0;34300.0
132173;273113.0;111847.0;182746.0;92405.0;163759.0
132663;117111.0;203017.0;76483.0;45557.0;62862.0
132836;149084.0;152354.0;179718.0;101606.0;110373.0
133296;32122.0;27462.0;9417.0;225996.0;179718.0
134247;75595.0;43619.0;173481.0;126693.0;217318.0
134797;196466.0;9908.0;62881.0;32122.0;8253.0
136348;30273.0;43910.0;249924.0;67663.0;145431.0
137397;126296.0;90232.0;14232.0;269157.0;55927.0
138198;36715.0;27788.0;31919.0;142256.0;107244.0
138543;265591.0;138995.0;162590.0;243930.0;195469.0
138995;196738.0;9908.0;138543.0;81848.0;259901.0
141444;62862.0;114544.0;10314.0;242361.0;196738.0
141491;32122.0;196466.0;123095.0;43619.0;8253.0
142121;242361.0;62862.0;43619.0;196466.0;49422.0
142256;273086.0;240035.0;87712.0;114544.0;130438.0
143163;264525.0;45557.0;207721.0;120908.0;138995.0
144255;146803.0;49422.0;182334.0;110746.0;195469.0
145431;43910.0;136348.0;278188.0;91266.0;87712.0
146175;242361.0;8253.0;170415.0;276680.0;41781.0
146564;110746.0;268833.0;80810.0;10314.0;244277.0
146803;144255.0;149084.0;251495.0;56554.0;185176.0
147224;2891.0;265083.0;30824.0;276680.0;193458.0
149084;120908.0;32122.0;68185.0;10314.0;55927.0
149690;267249.0;250510.0;265083.0;195469.0;273086.0
151107;25131.0;89014.0;172061.0;259829.0;196466.0
152354;196466.0;184513.0;45557.0;77480.0;97754.0
154346;105108.0;225996.0;86189.0;8253.0;23571.0
156214;193898.0;53220.0;97754.0;81848.0;247055.0
156300;123095.0;32122.0;48025.0;37644.0;240035.0
158226;70065.0;163202.0;120908.0;52350.0;69721.0
158254;62862.0;8253.0;2891.0;21364.0;142121.0
159440;162590.0;14232.0;196466.0;30273.0;185176.0
160295;242361.0;142121.0;146175.0;259035.0;259829.0
161037;37208.0;273086.0;48025.0;138543.0;202277.0
161974;62862.0;27788.0;103304.0;10314.0;136348.0
162155;59189.0;55927.0;10314.0;220240.0;114544.0
162590;159440.0;251140.0;62862.0;242361.0;32122.0
163202;158226.0;240035.0;177180.0;259901.0;225595.0
163570;219683.0;259901.0;240035.0;75595.0;62881.0
163759;132173.0;273113.0;111847.0;126693.0;92405.0
164905;110076.0;163759.0;1733.0;92861.0;88122.0
165806;166922.0;170415.0;162590.0;70065.0;45557.0
166824;30824.0;273113.0;28666.0;124597.0;202277.0
166922;195116.0;170415.0;117111.0;31919.0;26883.0
169779;107244.0;117111.0;196738.0;110373.0;70065.0
170415;196466.0;220240.0;117111.0;86835.0;31919.0
171078;263325.0;36715.0;141444.0;217318.0;225595.0
171970;276680.0;123095.0;141444.0;97754.0;67663.0
172061;151107.0;114544.0;106007.0;62862.0;96771.0
173018;19711.0;108773.0;128085.0;179718.0;91266.0
173481;134247.0;43619.0;53220.0;278188.0;179718.0
174830;250330.0;107244.0;202277.0;98787.0;249924.0
175052;127826.0;149084.0;103304.0;41781.0;120908.0
175329;93426.0;278188.0;91266.0;86835.0;87712.0
176062;126296.0;278188.0;91266.0;86835.0;87712.0
176667;251339.0;259378.0;11629.0;273113.0;92405.0
177180;163202.0;174830.0;278188.0;92405.0;88122.0
178522;184513.0;55493.0;260944.0;250330.0;18172.0
179718;133296.0;173481.0;53220.0;225996.0;187065.0
179730;195116.0;83671.0;11629.0;36299.0;182334.0
180032;220240.0;80555.0;162590.0;37644.0;180378.0
180378;37644.0;189139.0;27788.0;124597.0;99227.0
181076;89014.0;182053.0;30273.0;117111.0;37538.0
182053;101606.0;243930.0;30824.0;130438.0;62881.0
182334;120908.0;31919.0;144255.0;26883.0;25131.0
182746;124489.0;243930.0;173481.0;59189.0;31919.0
183046;127826.0;100578.0;10314.0;83109.0;8253.0
183088;88122.0;203075.0;185176.0;2033.0;66942.0
183187;267061.0;88122.0;49422.0;18172.0;78448.0
183340;278188.0;83671.0;86835.0;87712.0;88122.0
183958;159440.0;252827.0;273086.0;220240.0;8066.0
184513;178522.0;77480.0;193898.0;267249.0;251140.0
185176;88122.0;183088.0;240403.0;149084.0;203075.0
185771;242073.0;175052.0;27140.0;205943.0;120908.0
186039;7125.0;166922.0;26883.0;242361.0;132173.0
187065;37208.0;243930.0;179718.0;201684.0;183046.0
189139;250510.0;180378.0;273086.0;80555.0;90232.0
190741;273086.0;267033.0;41781.0;149084.0;58363.0
192176;48046.0;37538.0;128085.0;80810.0;86189.0
193458;62881.0;23571.0;76483.0;240035.0;83671.0
193898;53220.0;217318.0;156214.0;184513.0;128085.0
195116;179730.0;166922.0;233711.0;62862.0;92405.0
195469;265083.0;273086.0;149690.0;48046.0;8253.0
196466;86835.0;114544.0;159440.0;170415.0;62862.0
196738;96771.0;138995.0;78448.0;75595.0;55178.0
196985;41781.0;219683.0;273113.0;96771.0;86189.0
198012;8253.0;267061.0;195469.0;2033.0;69721.0
199025;62881.0;196466.0;268833.0;83109.0;77480.0
200978;75595.0;41781.0;149690.0;7125.0;75081.0
201684;173481.0;107244.0;187065.0;138543.0;134247.0
202173;149084.0;128085.0;13093.0;276018.0;49422.0
202277;174830.0;107244.0;276680.0;273086.0;196466.0
203017;132663.0;196466.0;220240.0;170415.0;8253.0
203075;88122.0;183088.0;52350.0;185176.0;2033.0
204359;185176.0;241614.0;195469.0;18172.0;162590.0
205943;185771.0;48046.0;195116.0;2891.0;33580.0
207721;120908.0;80810.0;143163.0;233711.0;114544.0
211344;106007.0;68185.0;62862.0;183046.0;251140.0
212467;265083.0;141491.0;264525.0;36327.0;44845.0
213316;48046.0;171970.0;26883.0;127826.0;131126.0
214244;31919.0;100578.0;276018.0;92861.0;126296.0
214464;278188.0;83671.0;86835.0;87712.0;88122.0
214528;278188.0;83671.0;86835.0;87712.0;88122.0
214920;243745.0;2033.0;259035.0;244277.0;67547.0
217318;53220.0;134247.0;193898.0;196738.0;43619.0
219259;113467.0;55493.0;61901.0;34300.0;69721.0
219683;196985.0;259901.0;163570.0;220240.0;240035.0
220240;170415.0;8066.0;103304.0;66942.0;219683.0
223814;27788.0;259035.0;57449.0;166922.0;98787.0
224525;32122.0;130438.0;14638.0;195116.0;138995.0
225595;48046.0;217318.0;163202.0;192176.0;49422.0
225996;133296.0;179718.0;220240.0;154346.0;219683.0
226006;62755.0;36299.0;146803.0;240035.0;138995.0
227250;259625.0;269321.0;120908.0;225996.0;240035.0
230030;207721.0;8971.0;276680.0;99955.0;141444.0
233711;114544.0;87712.0;81848.0;252827.0;141444.0
240035;62881.0;273086.0;163570.0;142256.0;86835.0
240401;58363.0;88122.0;182334.0;86835.0;183088.0
240403;185176.0;32122.0;159440.0;204359.0;149084.0
241614;37644.0;18172.0;204359.0;2891.0;13582.0
242073;36327.0;126693.0;196466.0;18172.0;86835.0
242361;142121.0;8066.0;32122.0;141444.0;43619.0
243700;162590.0;242361.0;175052.0;182053.0;138198.0
243745;214920.0;170415.0;265591.0;41781.0;146175.0
243930;182746.0;182053.0;138543.0;187065.0;263325.0
244171;49422.0;55927.0;149084.0;62862.0;128085.0
244277;27788.0;220240.0;259035.0;263325.0;268833.0
244627;53220.0;62881.0;48025.0;259035.0;114544.0
244994;86189.0;240403.0;278188.0;91266.0;87712.0
247055;80810.0;170415.0;86189.0;41781.0;146175.0
247958;278188.0;92405.0;87712.0;88122.0;89014.0
249924;127826.0;59189.0;55493.0;33580.0;136348.0
250330;174830.0;178522.0;146803.0;18172.0;81848.0
250510;267249.0;149690.0;19711.0;8066.0;189139.0
250936;27462.0;117111.0;120908.0;123095.0;16155.0
251140;62862.0;162590.0;86835.0;114544.0;126296.0
251339;176667.0;89307.0;2110.0;278188.0;92405.0
251495;146803.0;11629.0;147224.0;76483.0;19711.0
252827;127826.0;233711.0;70065.0;144255.0;183958.0
252865;220240.0;240035.0;267249.0;250510.0;16943.0
254241;99955.0;86835.0;87712.0;88122.0;89014.0
259004;144255.0;55493.0;182334.0;34300.0;55927.0
259035;86189.0;196466.0;27788.0;92405.0;114544.0
259378;128085.0;41781.0;98787.0;8253.0;170415.0
259625;227250.0;89307.0;36327.0;278188.0;91266.0
259829;242361.0;151107.0;146175.0;89014.0;100578.0
259901;219683.0;163570.0;138995.0;62755.0;138543.0
260944;178522.0;127826.0;144255.0;173481.0;179718.0
261641;278188.0;91266.0;86835.0;87712.0;88122.0
263325;149084.0;73923.0;8253.0;244277.0;48046.0
264525;143163.0;32122.0;27788.0;114544.0;170415.0
264657;273086.0;242361.0;265083.0;2891.0;41781.0
265083;273086.0;2891.0;48046.0;195469.0;149690.0
265591;138543.0;120908.0;243745.0;147224.0;251140.0
267033;190741.0;120908.0;31919.0;265083.0;8066.0
267061;183187.0;49422.0;18172.0;88122.0;175052.0
267249;250510.0;149690.0;251140.0;61901.0;10314.0
268833;244277.0;199025.0;146564.0;120908.0;105108.0
269157;98787.0;53220.0;149690.0;187065.0;114216.0
269321;8284.0;59189.0;273113.0;259035.0;146803.0
271245;278188.0;92405.0;86835.0;87712.0;88122.0
272225;128085.0;149084.0;48046.0;219683.0;259901.0
273086;265083.0;48046.0;142256.0;96554.0;240035.0
273113;132173.0;120908.0;196985.0;92405.0;111847.0
275414;278188.0;92405.0;86835.0;87712.0;88122.0
276018;202173.0;35407.0;214244.0;278188.0;90766.0
276680;171970.0;43910.0;196466.0;49422.0;146175.0
278188;173481.0;134247.0;273113.0;182746.0;120908.0
