UserId;SimilarUser;Similarity
55607;56157;0.0651
55607;73022;0.1616
55607;94263;0.0431
55607;100393;0.0893
55607;116816;0.0665
55607;123543;0.0774
55607;154975;0.0866
55607;227054;0.0784
55607;241597;0.0808
55607;258151;0.0503
55607;259430;0.1082
55607;265620;0.0636
55607;266807;0.0821
56157;55607;0.0651
56157;56157;1.0
56157;159977;0.0552
56157;250764;0.0727
57354;57354;1.0
58168;58168;1.0
58168;276994;0.0764
60809;60809;1.0
60809;82171;0.0777
63665;63665;1.0
63665;197000;0.0552
63923;6345;0.0596
63923;63923;1.0
63923;110317;0.0468
64679;17596;0.0967
64679;25410;0.0535
64679;26598;0.0313
64679;64679;1.0
64679;91761;0.0371
64679;116428;0.0882
64679;201036;0.0605
64679;218875;0.0552
64679;229742;0.0566
64763;64763;1.0
64763;120829;0.1042
64763;250764;0.0914
65191;25410;0.0941
65191;65191;1.0
67288;49314;0.0267
67288;52159;0.0948
67288;67288;1.0
67288;115679;0.0802
67288;124048;0.0814
67288;129373;0.0544
67288;237064;0.0429
67288;245311;0.0617
67288;259430;0.0388
67288;267642;0.0951
67958;67958;1.0
68886;32964;0.092
68886;34087;0.061
68886;68886;1.0
68886;115679;0.0555
68886;189066;0.0749
68886;246528;0.0666
68886;258151;0.0504
68998;68998;1.0
70014;70014;1.0
70014;88187;0.0635
70014;121135;0.0729
70014;152696;0.0821
70014;156243;0.0899
70014;263323;0.037
70318;70318;1.0
70318;80203;0.0694
70318;169770;0.0664
70318;189066;0.0693
71897;71897;1.0
71897;125514;0.0925
72100;25966;0.0658
72100;26598;0.0534
72100;45383;0.0431
72100;72100;1.0
72100;80516;0.0805
72100;87051;0.0795
72100;88187;0.0833
72100;91761;0.0657
72100;103811;0.076
72100;116582;0.0763
72100;144828;0.0474
72100;199095;0.0599
72100;242878;0.0508
72100;259430;0.0399
73022;23652;0.1138
73022;45383;0.0731
73022;52159;0.1027
73022;54884;0.0699
73022;55607;0.1616
73022;73022;1.0
73022;123543;0.0948
73022;252657;0.0589
73224;73224;1.0
73224;82808;0.0808
75335;75335;1.0
75429;36938;0.0935
75429;75429;1.0
75429;95095;0.0827
75429;140423;0.0523
75429;151790;0.0497
75429;275306;0.1053
78440;78440;1.0
78440;86123;0.0672
78440;94263;0.0581
78440;123543;0.0734
78440;127049;0.0408
78440;198781;0.0673
78440;213708;0.0727
78440;221186;0.0702
78440;229742;0.0624
78440;262407;0.0463
78440;263321;0.0619
80203;23652;0.0464
80203;25410;0.0619
80203;25966;0.0755
80203;30385;0.0519
80203;44389;0.0545
80203;70318;0.0694
80203;80203;1.0
80203;112765;0.0557
80203;145161;0.0669
80203;154975;0.089
80203;169770;0.0859
80203;189066;0.0896
80203;260840;0.0667
80516;1548;0.0944
80516;8801;0.1164
80516;32516;0.0973
80516;45383;0.0473
80516;72100;0.0805
80516;80516;1.0
80516;88187;0.0915
80516;91761;0.0721
80516;116582;0.0838
80516;151653;0.095
80516;201036;0.0992
80516;214641;0.1049
80516;226462;0.0751
81045;47512;0.0666
81045;81045;1.0
81045;111241;0.0509
81045;121592;0.0553
81045;130792;0.0685
81045;193350;0.0744
82171;60809;0.0777
82171;82171;1.0
82673;6345;0.0707
82673;7887;0.0697
82673;12990;0.0426
82673;82673;1.0
82673;93085;0.0868
82673;212260;0.0586
82673;230293;0.076
82673;247897;0.0705
82808;50526;0.0793
82808;73224;0.0808
82808;82808;1.0
82808;275306;0.0494
82955;82955;1.0
82955;152696;0.0631
82955;212260;0.0441
82955;230496;0.0425
83880;83880;1.0
85240;85240;1.0
85616;85616;1.0
85616;213708;0.0501
85616;241597;0.0358
86123;20401;0.0317
86123;32329;0.0286
86123;78440;0.0672
86123;86123;1.0
86123;94263;0.0611
86123;108267;0.034
86123;127049;0.0429
86123;136747;0.0288
86123;140423;0.0159
86123;183963;0.0053
86123;198781;0.0707
86123;213708;0.0764
86123;229742;0.0656
86123;230293;0.0616
86123;236399;0.0809
86123;237064;0.0396
86123;258151;0.0153
86123;262407;0.0106
87051;7887;0.0736
87051;54884;0.0439
87051;72100;0.0795
87051;87051;1.0
87051;103811;0.0826
87051;192185;0.0723
87051;238246;0.0906
87051;259078;0.0671
87051;276038;0.0618
87302;87302;1.0
87302;241597;0.0616
87302;247897;0.0674
88187;34987;0.1124
88187;37989;0.0631
88187;45383;0.049
88187;70014;0.0635
88187;72100;0.0833
88187;80516;0.0915
88187;88187;1.0
88187;91761;0.0747
88187;116582;0.0868
88187;121135;0.0658
88187;182506;0.0744
88187;188799;0.0787
91633;91633;1.0
91719;91719;1.0
91761;36938;0.0682
91761;44837;0.0924
91761;45383;0.0386
91761;64679;0.0371
91761;72100;0.0657
91761;80516;0.0721
91761;88187;0.0747
91761;91761;1.0
91761;116582;0.0684
91761;172119;0.0759
91761;201036;0.054
91761;218875;0.0493
93085;82673;0.0868
93085;93085;1.0
93085;111241;0.0751
93085;167189;0.0404
93085;184632;0.0555
93085;246216;0.0695
93085;247897;0.0744
93085;267642;0.0669
94263;8801;0.1224
94263;32516;0.0535
94263;52159;0.0452
94263;54884;0.0709
94263;55607;0.0431
94263;78440;0.0581
94263;86123;0.0611
94263;94263;1.0
94263;98344;0.0812
94263;111241;0.0623
94263;127049;0.0371
94263;198781;0.0611
94263;213708;0.0661
94263;229742;0.0567
94263;258151;0.0617
94263;265620;0.078
94263;275306;0.0909
95095;75429;0.0827
95095;95095;1.0
95095;140423;0.0482
96521;96521;1.0
96521;105572;0.1086
96521;125514;0.0672
96521;127049;0.0833
96521;145161;0.0788
96521;191881;0.1172
96521;233738;0.0822
98344;8801;0.0709
98344;94263;0.0812
98344;98344;1.0
98344;198547;0.1141
100393;39441;0.0472
100393;54884;0.0593
100393;55607;0.0893
100393;100393;1.0
100393;116816;0.0862
100393;138202;0.0483
100393;152696;0.0376
100393;154975;0.1124
100393;226554;0.0547
100393;238246;0.0666
100393;241597;0.1049
100393;259078;0.0617
100393;259430;0.1404
100519;100519;1.0
103811;6731;0.0935
103811;8801;0.077
103811;26598;0.0872
103811;36938;0.0632
103811;37989;0.0833
103811;72100;0.076
103811;87051;0.0826
103811;103811;1.0
103811;127049;0.0545
103811;140196;0.0589
103811;148863;0.0647
103811;154126;0.1013
103811;229742;0.078
103811;236399;0.0963
103811;249732;0.0614
103811;265205;0.1092
105572;96521;0.1086
105572;105572;1.0
105572;125514;0.0702
105572;127049;0.0871
105572;145161;0.0823
105572;191881;0.1224
105572;231374;0.0809
108267;8801;0.0722
108267;86123;0.034
108267;108267;1.0
108267;127190;0.0593
108267;154126;0.073
108267;230293;0.0297
108267;236399;0.039
108267;241597;0.0666
108267;270339;0.1063
110317;63923;0.0468
110317;110317;1.0
110317;116816;0.0773
111241;52159;0.0422
111241;54884;0.0661
111241;81045;0.0509
111241;93085;0.0751
111241;94263;0.0623
111241;111241;1.0
111241;169057;0.0575
111241;246216;0.089
112109;112109;1.0
112109;260796;0.0958
112765;31950;0.0848
112765;54884;0.062
112765;80203;0.0557
112765;112765;1.0
112765;145161;0.0649
112765;167556;0.0503
112765;276038;0.0848
115679;67288;0.0802
115679;68886;0.0555
115679;115679;1.0
115679;238246;0.0709
115679;258151;0.0795
116428;17596;0.0912
116428;64679;0.0882
116428;116428;1.0
116582;45383;0.0449
116582;72100;0.0763
116582;80516;0.0838
116582;88187;0.0868
116582;91761;0.0684
116582;116582;1.0
116582;229742;0.0783
116816;47512;0.033
116816;55607;0.0665
116816;100393;0.0862
116816;110317;0.0773
116816;116816;1.0
116816;117925;0.0796
116816;154975;0.0837
116816;170792;0.0327
116816;238246;0.0434
116816;241597;0.0781
116816;259430;0.1045
117210;117210;1.0
117210;198781;0.0729
117925;1548;0.0621
117925;116816;0.0796
117925;117925;1.0
117925;167556;0.0174
117925;188799;0.1033
117925;192185;0.0871
120082;6577;0.079
120082;120082;1.0
120082;123543;0.0739
120082;246216;0.0808
120082;267642;0.0593
120829;40617;0.0525
120829;64763;0.1042
120829;120829;1.0
120829;121167;0.0504
121135;32329;0.0679
121135;70014;0.0729
121135;88187;0.0658
121135;121135;1.0
121167;120829;0.0504
121167;121167;1.0
121167;156243;0.0631
121592;81045;0.0553
121592;121592;1.0
121592;154975;0.1
121592;193350;0.047
121592;266331;0.0954
123543;23652;0.08
123543;52159;0.0723
123543;55607;0.0774
123543;73022;0.0948
123543;78440;0.0734
123543;120082;0.0739
123543;123543;1.0
123543;138202;0.0684
123543;221186;0.0637
123543;237064;0.0757
123543;238246;0.0708
123543;257625;0.0831
124048;32329;0.0848
124048;52159;0.1514
124048;67288;0.0814
124048;124048;1.0
124048;187029;0.0529
124048;187981;0.0479
124048;237064;0.0705
124048;267642;0.0854
125514;47512;0.0391
125514;52159;0.0778
125514;71897;0.0925
125514;96521;0.0672
125514;105572;0.0702
125514;125514;1.0
125514;127049;0.0539
125514;145161;0.0509
125514;191881;0.0758
125514;197000;0.0658
126928;126928;1.0
127049;45416;0.0348
127049;49314;0.0723
127049;78440;0.0408
127049;86123;0.0429
127049;94263;0.0371
127049;96521;0.0833
127049;103811;0.0545
127049;105572;0.0871
127049;125514;0.0539
127049;127049;1.0
127049;145161;0.0631
127049;170792;0.0477
127049;191881;0.0939
127049;198781;0.043
127049;212260;0.1322
127049;213708;0.0465
127049;226394;0.0865
127049;229742;0.0399
127049;230293;0.0482
127049;273465;0.0671
127190;32964;0.0682
127190;108267;0.0593
127190;127190;1.0
127190;199095;0.0641
127190;265620;0.0688
129373;49314;0.0411
129373;67288;0.0544
129373;129373;1.0
129373;144828;0.0809
129373;218875;0.0978
129373;237064;0.0659
129373;245311;0.0947
129373;259430;0.0596
130792;81045;0.0685
130792;130792;1.0
130792;238246;0.0695
132522;132522;1.0
133225;133225;1.0
133225;170522;0.0781
133225;188799;0.0892
133225;231374;0.0514
133225;253482;0.0614
134596;134596;1.0
134596;152696;0.0808
134596;198355;0.0408
135170;135170;1.0
135170;205145;0.0937
136747;20401;0.0396
136747;32329;0.0357
136747;33200;0.0911
136747;86123;0.0288
136747;136747;1.0
136747;140423;0.0199
136747;183963;0.0067
136747;230496;0.0763
136747;237064;0.0495
136747;254289;0.1645
136747;258151;0.0191
136747;262407;0.0132
138202;49314;0.0471
138202;100393;0.0483
138202;123543;0.0684
138202;138202;1.0
138202;183963;0.07
138202;238246;0.0726
140196;8801;0.0751
140196;9381;0.0583
140196;103811;0.0589
140196;140196;1.0
140423;20401;0.0219
140423;32329;0.0197
140423;75429;0.0523
140423;86123;0.0159
140423;95095;0.0482
140423;136747;0.0199
140423;140423;1.0
140423;183963;0.0037
140423;237064;0.0273
140423;258151;0.0106
140423;262407;0.0073
142556;142556;1.0
142861;142861;1.0
142861;169057;0.0313
142861;172119;0.0658
142861;238779;0.0659
142861;257625;0.0634
142861;276822;0.083
143427;34987;0.0577
143427;143427;1.0
143427;151653;0.0727
143427;259430;0.0603
143427;263321;0.1118
144223;144223;1.0
144223;183722;0.0781
144828;22495;0.0467
144828;26598;0.0676
144828;72100;0.0474
144828;129373;0.0809
144828;144828;1.0
144828;146421;0.0471
144828;218875;0.0948
144828;242878;0.0644
144828;257495;0.0694
144967;144967;1.0
145161;80203;0.0669
145161;96521;0.0788
145161;105572;0.0823
145161;112765;0.0649
145161;125514;0.0509
145161;127049;0.0631
145161;145161;1.0
145161;191881;0.0888
146421;45416;0.0447
146421;144828;0.0471
146421;146421;1.0
148863;103811;0.0647
148863;148863;1.0
148863;169310;0.0787
148863;201036;0.0809
148863;245311;0.0782
150316;150316;1.0
150316;167556;0.0524
150316;218875;0.0307
151002;54884;0.0845
151002;151002;1.0
151002;201036;0.2443
151002;245311;0.1022
151653;8801;0.0801
151653;32329;0.1362
151653;32516;0.0669
151653;80516;0.095
151653;143427;0.0727
151653;151653;1.0
151653;154126;0.0728
151653;214641;0.0721
151653;245311;0.2722
151653;259430;0.0527
151653;263321;0.0608
151790;34215;0.0659
151790;75429;0.0497
151790;151790;1.0
152696;52159;0.0867
152696;70014;0.0821
152696;82955;0.0631
152696;100393;0.0376
152696;134596;0.0808
152696;152696;1.0
152696;183963;0.1091
152696;189005;0.1202
152696;198355;0.0485
152696;212260;0.0905
153115;153115;1.0
154126;26598;0.0885
154126;37989;0.0845
154126;103811;0.1013
154126;108267;0.073
154126;151653;0.0728
154126;154126;1.0
154126;196050;0.0686
154126;226554;0.0961
154126;229742;0.0791
154126;236399;0.0976
154126;245311;0.0817
154126;249732;0.0623
154126;257495;0.0706
154126;260796;0.049
154126;265205;0.1108
154346;51826;0.0413
154346;154346;1.0
154346;257625;0.027
154975;25966;0.075
154975;55607;0.0866
154975;80203;0.089
154975;100393;0.1124
154975;116816;0.0837
154975;121592;0.1
154975;154975;1.0
154975;172119;0.0567
154975;205145;0.105
154975;241597;0.1018
154975;243490;0.0968
154975;259430;0.1362
154975;265205;0.0913
156243;70014;0.0899
156243;121167;0.0631
156243;156243;1.0
156243;238489;0.0533
156609;156609;1.0
156876;156876;1.0
159259;159259;1.0
159727;159727;1.0
159977;25930;0.051
159977;39441;0.094
159977;56157;0.0552
159977;159977;1.0
160200;27573;0.0644
160200;52441;0.0659
160200;160200;1.0
162886;162886;1.0
162886;253482;0.071
163187;163187;1.0
165149;165149;1.0
165420;165420;1.0
166856;47512;0.1148
166856;166856;1.0
167189;93085;0.0404
167189;167189;1.0
167189;275306;0.076
167556;31950;0.0506
167556;112765;0.0503
167556;117925;0.0174
167556;150316;0.0524
167556;167556;1.0
167556;259430;0.0643
167556;276038;0.0506
168212;168212;1.0
168212;182931;0.0556
169054;34215;0.0722
169054;37989;0.0171
169054;169054;1.0
169057;34087;0.0646
169057;40888;0.0772
169057;49314;0.0847
169057;111241;0.0575
169057;142861;0.0313
169057;169057;1.0
169057;172119;0.0298
169057;238779;0.0299
169057;265205;0.072
169057;266807;0.0459
169310;6577;0.0797
169310;148863;0.0787
169310;169310;1.0
169310;176256;0.1507
169310;245311;0.0827
169770;70318;0.0664
169770;80203;0.0859
169770;169770;1.0
169770;189066;0.0858
170522;23652;0.0418
170522;133225;0.0781
170522;170522;1.0
170522;253482;0.0651
170792;47512;0.1415
170792;116816;0.0327
170792;127049;0.0477
170792;170792;1.0
170792;212260;0.0862
170792;230293;0.088
170792;238246;0.0566
172119;30385;0.0619
172119;36938;0.0563
172119;45383;0.0342
172119;91761;0.0759
172119;142861;0.0658
172119;154975;0.0567
172119;169057;0.0298
172119;172119;1.0
172119;182506;0.0467
172119;184632;0.0718
172119;221186;0.0331
172119;238779;0.0627
172119;253482;0.0708
172700;29306;0.0762
172700;172700;1.0
172700;267642;0.0567
172865;172865;1.0
173018;24778;0.0556
173018;173018;1.0
174683;25930;0.0787
174683;174683;1.0
176256;6577;0.0604
176256;32516;0.0894
176256;169310;0.1507
176256;176256;1.0
182506;37989;0.082
182506;88187;0.0744
182506;172119;0.0467
182506;182506;1.0
182931;7887;0.0799
182931;168212;0.0556
182931;182931;1.0
182931;250764;0.0737
182931;276038;0.0671
182987;182987;1.0
183722;144223;0.0781
183722;183722;1.0
183963;20401;0.0073
183963;32329;0.0066
183963;86123;0.0053
183963;136747;0.0067
183963;138202;0.07
183963;140423;0.0037
183963;152696;0.1091
183963;183963;1.0
183963;189005;0.1367
183963;212260;0.1029
183963;237064;0.0551
183963;258151;0.0414
183963;262407;0.0025
184632;93085;0.0555
184632;172119;0.0718
184632;184632;1.0
184632;236399;0.0419
186457;186457;1.0
187029;124048;0.0529
187029;187029;1.0
187029;187981;0.0679
187397;25410;0.0542
187397;25966;0.0596
187397;187397;1.0
187397;263321;0.0578
187981;124048;0.0479
187981;187029;0.0679
187981;187981;1.0
187981;251575;0.0693
188799;23652;0.0318
188799;34987;0.0756
188799;52159;0.0345
188799;54884;0.0501
188799;88187;0.0787
188799;117925;0.1033
188799;133225;0.0892
188799;188799;1.0
188799;231374;0.0799
188799;253482;0.0372
188799;258151;0.0497
189005;152696;0.1202
189005;183963;0.1367
189005;189005;1.0
189005;212260;0.1134
189066;34087;0.0576
189066;68886;0.0749
189066;70318;0.0693
189066;80203;0.0896
189066;169770;0.0858
189066;189066;1.0
189066;209163;0.0735
189066;246528;0.0637
191881;96521;0.1172
191881;105572;0.1224
191881;125514;0.0758
191881;127049;0.0939
191881;145161;0.0888
191881;191881;1.0
192185;39441;0.086
192185;44837;0.0219
192185;87051;0.0723
192185;117925;0.0871
192185;192185;1.0
192185;226462;0.0389
193350;52159;0.0679
193350;81045;0.0744
193350;121592;0.047
193350;193350;1.0
196050;154126;0.0686
196050;196050;1.0
196050;226554;0.0812
196050;246216;0.0691
196493;196493;1.0
197000;63665;0.0552
197000;125514;0.0658
197000;197000;1.0
198355;134596;0.0408
198355;152696;0.0485
198355;198355;1.0
198355;201036;0.0371
198547;98344;0.1141
198547;198547;1.0
198781;1548;0.0667
198781;78440;0.0673
198781;86123;0.0707
198781;94263;0.0611
198781;117210;0.0729
198781;127049;0.043
198781;198781;1.0
198781;213708;0.0765
198781;229742;0.0657
199095;72100;0.0599
199095;127190;0.0641
199095;199095;1.0
199431;40559;0.0688
199431;199431;1.0
201036;1548;0.0837
201036;36938;0.0649
201036;64679;0.0605
201036;80516;0.0992
201036;91761;0.054
201036;148863;0.0809
201036;151002;0.2443
201036;198355;0.0371
201036;201036;1.0
201036;218875;0.0803
205145;45416;0.0888
205145;135170;0.0937
205145;154975;0.105
205145;205145;1.0
205145;243490;0.0932
205145;265205;0.0879
205145;266331;0.0621
205979;205979;1.0
205979;268056;0.0769
209163;189066;0.0735
209163;209163;1.0
209163;252657;0.0811
209163;276822;0.0493
212260;82673;0.0586
212260;82955;0.0441
212260;127049;0.1322
212260;152696;0.0905
212260;170792;0.0862
212260;183963;0.1029
212260;189005;0.1134
212260;212260;1.0
212260;216724;0.0769
212260;218875;0.0791
212260;230293;0.0871
212260;230496;0.0822
212568;212568;1.0
212986;212986;1.0
213708;78440;0.0727
213708;85616;0.0501
213708;86123;0.0764
213708;94263;0.0661
213708;127049;0.0465
213708;198781;0.0765
213708;213708;1.0
213708;229742;0.071
214641;8801;0.0884
214641;32516;0.0739
214641;80516;0.1049
214641;151653;0.0721
214641;214641;1.0
215143;215143;1.0
216724;212260;0.0769
216724;216724;1.0
218831;218831;1.0
218875;64679;0.0552
218875;91761;0.0493
218875;129373;0.0978
218875;144828;0.0948
218875;150316;0.0307
218875;201036;0.0803
218875;212260;0.0791
218875;218875;1.0
219722;219722;1.0
221186;45383;0.0983
221186;78440;0.0702
221186;123543;0.0637
221186;172119;0.0331
221186;221186;1.0
221186;238246;0.0666
224635;224635;1.0
226297;226297;1.0
226394;16943;0.0777
226394;127049;0.0865
226394;226394;1.0
226462;34987;0.0664
226462;44837;0.0183
226462;80516;0.0751
226462;192185;0.0389
226462;226462;1.0
226554;100393;0.0547
226554;154126;0.0961
226554;196050;0.0812
226554;226554;1.0
227054;55607;0.0784
227054;227054;1.0
227054;266807;0.0716
229742;26598;0.0681
229742;37989;0.0651
229742;64679;0.0566
229742;78440;0.0624
229742;86123;0.0656
229742;94263;0.0567
229742;103811;0.078
229742;116582;0.0783
229742;127049;0.0399
229742;154126;0.0791
229742;198781;0.0657
229742;213708;0.071
229742;229742;1.0
229742;236399;0.0752
229742;242878;0.0811
229742;249732;0.0479
229742;265205;0.0852
230293;82673;0.076
230293;86123;0.0616
230293;108267;0.0297
230293;127049;0.0482
230293;170792;0.088
230293;212260;0.0871
230293;230293;1.0
230293;236399;0.0706
230496;82955;0.0425
230496;136747;0.0763
230496;212260;0.0822
230496;230496;1.0
230496;254289;0.2652
231374;105572;0.0809
231374;133225;0.0514
231374;188799;0.0799
231374;231374;1.0
231374;253797;0.0752
233738;96521;0.0822
233738;233738;1.0
234734;234734;1.0
235113;235113;1.0
236399;26598;0.0841
236399;37989;0.0803
236399;50526;0.0811
236399;86123;0.0809
236399;103811;0.0963
236399;108267;0.039
236399;154126;0.0976
236399;184632;0.0419
236399;229742;0.0752
236399;230293;0.0706
236399;236399;1.0
236399;249732;0.0592
236399;251575;0.051
236399;265205;0.1052
237064;20401;0.0544
237064;32329;0.1307
237064;39441;0.0809
237064;40888;0.0469
237064;49314;0.0324
237064;52159;0.0638
237064;67288;0.0429
237064;86123;0.0396
237064;123543;0.0757
