;similar1;similar2;similar3;similar4;similar5
13850;21576.0;95193.0;220278.0;150979.0;96054.0
14232;159440.0;89014.0;183287.0;90232.0;154176.0
14422;208147.0;10314.0;101876.0;221445.0;30972.0
14638;241980.0;230496.0;117111.0;16155.0;273979.0
15418;52350.0;167349.0;70065.0;96554.0;208147.0
15957;138097.0;33580.0;66680.0;95903.0;163804.0
16106;10447.0;155219.0;62862.0;199772.0;128696.0
16155;51094.0;87974.0;18067.0;73681.0;82831.0
16916;32122.0;230496.0;177072.0;238961.0;92547.0
16943;55734.0;196047.0;268032.0;178667.0;50225.0
17950;85426.0;126492.0;185176.0;240403.0;110934.0
18067;159440.0;87974.0;222941.0;17950.0;168464.0
18172;178522.0;241614.0;63938.0;106816.0;267061.0
18401;212467.0;184513.0;259378.0;246156.0;208147.0
19085;109901.0;187170.0;180917.0;232945.0;28360.0
19664;43619.0;21364.0;10447.0;88937.0;158254.0
19711;250510.0;81848.0;163804.0;40889.0;164027.0
20201;138995.0;124078.0;12824.0;245410.0;136382.0
20859;95991.0;99955.0;99227.0;98787.0;98758.0
21252;135831.0;201783.0;226965.0;178199.0;104399.0
21364;147141.0;120908.0;62862.0;15957.0;19664.0
21576;260897.0;273086.0;6563.0;137589.0;147141.0
21659;173481.0;196047.0;28634.0;164323.0;104665.0
22625;114544.0;4017.0;8253.0;113270.0;88122.0
23288;30824.0;170415.0;165308.0;107301.0;273979.0
23571;229741.0;193458.0;226965.0;170513.0;133689.0
24194;207246.0;250510.0;244171.0;199025.0;138543.0
25131;31919.0;151107.0;117111.0;98787.0;170415.0
25409;56554.0;7125.0;30273.0;201447.0;165308.0
25601;199772.0;260944.0;128085.0;65258.0;88693.0
26516;204591.0;151806.0;85701.0;208568.0;178667.0
26583;117111.0;250764.0;67663.0;110746.0;192093.0
26593;164323.0;236340.0;172512.0;221445.0;30735.0
26883;27647.0;30273.0;91203.0;182334.0;56554.0
27140;242361.0;254.0;110076.0;167349.0;146175.0
27462;133296.0;250936.0;241980.0;238526.0;208568.0
27617;126492.0;66680.0;138097.0;15957.0;114444.0
27647;251844.0;26883.0;13082.0;80538.0;76223.0
27788;258938.0;145641.0;188010.0;117539.0;178667.0
28360;62881.0;12824.0;44728.0;59150.0;19085.0
28523;260897.0;172512.0;137589.0;254.0;229741.0
28634;144555.0;126492.0;227705.0;240568.0;241666.0
28666;78553.0;166824.0;168245.0;89307.0;238699.0
28938;268622.0;96554.0;110076.0;100644.0;168047.0
29855;144555.0;86835.0;28634.0;229313.0;267249.0
29915;10447.0;114544.0;201674.0;7125.0;235935.0
30273;159440.0;56554.0;25409.0;165308.0;26883.0
30487;10314.0;211430.0;132083.0;155219.0;141710.0
30509;278188.0;96054.0;99955.0;99227.0;98787.0
30511;273086.0;96554.0;144255.0;229741.0;36907.0
30533;114544.0;175052.0;180917.0;229313.0;273086.0
30712;147451.0;264317.0;92853.0;32440.0;121726.0
30735;174830.0;164323.0;250330.0;254.0;162052.0
30810;250330.0;18172.0;201447.0;173481.0;30972.0
30824;212645.0;170415.0;130438.0;81045.0;75860.0
30972;196047.0;114544.0;240567.0;208147.0;221445.0
31308;104429.0;31466.0;100846.0;259035.0;127129.0
31391;167349.0;36299.0;235392.0;83671.0;244736.0
31466;269719.0;113904.0;30972.0;181687.0;31308.0
31846;113270.0;238541.0;127826.0;117539.0;196047.0
31919;180586.0;45557.0;25131.0;70052.0;36907.0
32122;238961.0;16916.0;241980.0;133296.0;230496.0
32440;273086.0;96554.0;79942.0;265083.0;8066.0
32627;234721.0;101606.0;238541.0;76223.0;110746.0
32721;238864.0;266866.0;124363.0;16943.0;172888.0
33145;53628.0;8890.0;172888.0;56039.0;137397.0
33580;138097.0;15957.0;66680.0;163804.0;32122.0
34300;75595.0;63938.0;273086.0;114544.0;152186.0
35407;222488.0;276018.0;133567.0;35433.0;57449.0
35433;35407.0;57449.0;276018.0;41227.0;222488.0
35836;240035.0;217318.0;114444.0;238541.0;134797.0
36299;167349.0;31391.0;83671.0;235392.0;110483.0
36327;242073.0;135831.0;230496.0;193499.0;141493.0
36554;113270.0;6563.0;242299.0;251495.0;128208.0
36609;88793.0;136348.0;56554.0;259035.0;244736.0
36715;59150.0;50547.0;138198.0;57108.0;229741.0
36907;31919.0;190459.0;226965.0;273086.0;98787.0
37208;208147.0;247752.0;247447.0;84024.0;201674.0
37538;92861.0;120908.0;201447.0;192176.0;88283.0
37567;207721.0;195116.0;185308.0;170184.0;124078.0
37644;16916.0;241614.0;123095.0;266056.0;208671.0
37712;229741.0;259035.0;135458.0;138543.0;240567.0
38273;136010.0;182334.0;105517.0;30972.0;52350.0
38556;196047.0;124363.0;150498.0;236172.0;201783.0
38781;227250.0;190807.0;264637.0;177374.0;164828.0
39281;62862.0;43619.0;128208.0;88937.0;196466.0
39467;131126.0;177432.0;149690.0;50225.0;36907.0
39616;208141.0;88122.0;177374.0;183088.0;203075.0
39773;113904.0;16916.0;42914.0;230496.0;32122.0
40889;104429.0;273113.0;218552.0;153718.0;207349.0
41084;227705.0;153563.0;214786.0;104665.0;209373.0
41227;56360.0;202173.0;35433.0;35407.0;57449.0
41700;276018.0;30810.0;91203.0;92853.0;35433.0
41781;196985.0;264031.0;193499.0;75595.0;108005.0
41841;134247.0;62862.0;196047.0;43619.0;88937.0
42400;136382.0;109461.0;70052.0;245410.0;81560.0
42914;212467.0;265591.0;105517.0;227705.0;138543.0
43619;62862.0;134247.0;115234.0;173481.0;179733.0
43806;13082.0;50547.0;242646.0;32122.0;265083.0
43910;235282.0;10314.0;145431.0;197775.0;43619.0
44296;87974.0;18067.0;16155.0;242073.0;76818.0
44595;76942.0;189516.0;205473.0;226879.0;136252.0
44728;164323.0;83287.0;236172.0;208671.0;162052.0
44845;30273.0;93426.0;40889.0;130438.0;182086.0
45557;31919.0;144555.0;70052.0;137589.0;224138.0
47316;16916.0;230496.0;141493.0;32122.0;123095.0
48025;227705.0;241980.0;225199.0;270820.0;126296.0
48046;265083.0;190459.0;273086.0;53729.0;8253.0
48494;242361.0;273113.0;120908.0;155014.0;123883.0
49422;183187.0;86202.0;178199.0;242646.0;267061.0
49460;145449.0;98758.0;110934.0;80683.0;89014.0
49889;67663.0;110746.0;82831.0;129465.0;21576.0
50225;103304.0;16943.0;196466.0;202277.0;209373.0
50547;207721.0;154992.0;114544.0;190459.0;43806.0
50730;259260.0;141444.0;174830.0;202277.0;243930.0
51094;9856.0;16155.0;64436.0;142121.0;243700.0
51350;177090.0;177374.0;117111.0;201674.0;88693.0
51386;149084.0;68185.0;209373.0;114178.0;92547.0
52199;226879.0;177072.0;180917.0;269321.0;169233.0
52203;183287.0;56039.0;137397.0;33145.0;90232.0
52350;15418.0;203075.0;264317.0;254.0;76223.0
52917;244994.0;10447.0;188010.0;70052.0;128696.0
53220;232945.0;217318.0;236340.0;173481.0;125519.0
53628;56039.0;126296.0;137397.0;90232.0;224646.0
53729;190459.0;48046.0;244736.0;195469.0;229741.0
54218;4385.0;99955.0;231827.0;140036.0;38781.0
54828;278188.0;95991.0;99955.0;99227.0;98787.0
55178;147141.0;196738.0;9908.0;79186.0;21576.0
55187;238541.0;48046.0;117539.0;96054.0;137589.0
55490;126492.0;124078.0;219683.0;163570.0;140358.0
55493;178522.0;249924.0;114544.0;208829.0;209373.0
55734;108285.0;147141.0;140358.0;117111.0;127826.0
55892;31919.0;168464.0;159440.0;117111.0;85426.0
55927;274808.0;149084.0;236172.0;7915.0;209373.0
56039;53628.0;52203.0;183287.0;90232.0;33145.0
56360;149084.0;95193.0;202173.0;177690.0;49422.0
56554;93426.0;25409.0;30273.0;36609.0;201674.0
57006;9417.0;77480.0;7125.0;203799.0;94951.0
57108;196466.0;222296.0;214786.0;36715.0;268622.0
57449;222488.0;265083.0;190459.0;251394.0;244736.0
58363;190741.0;135831.0;216466.0;141710.0;92979.0
59150;113467.0;6323.0;55734.0;169233.0;240567.0
59189;236172.0;124489.0;247447.0;249924.0;269890.0
59727;163570.0;133689.0;104399.0;86202.0;15957.0
59971;163202.0;1903.0;86835.0;240035.0;127826.0
60337;196466.0;115003.0;75591.0;86189.0;244736.0
60707;88122.0;183088.0;203075.0;88283.0;254.0
61028;62881.0;66680.0;41084.0;227705.0;179772.0
61147;230496.0;259380.0;138995.0;170513.0;85701.0
61901;28634.0;267249.0;97874.0;108005.0;23571.0
62272;69232.0;161752.0;208147.0;187065.0;110934.0
62755;109901.0;242083.0;268622.0;190741.0;259901.0
62862;43619.0;114544.0;141444.0;251140.0;123095.0
62881;197364.0;240035.0;209373.0;126492.0;61028.0
62891;85701.0;43806.0;113467.0;28634.0;132083.0
62895;126296.0;162590.0;269728.0;271705.0;98297.0
63394;147141.0;205473.0;257700.0;140358.0;203075.0
63938;108005.0;88937.0;114544.0;30972.0;208147.0
64241;250764.0;48494.0;111174.0;204359.0;136252.0
64436;224430.0;196466.0;51094.0;231237.0;115003.0
65258;141444.0;192176.0;230496.0;259380.0;140358.0
66680;138097.0;163804.0;15957.0;33580.0;114544.0
66942;254.0;242083.0;190459.0;172512.0;260897.0
67547;128696.0;16106.0;244736.0;260897.0;111174.0
67663;85757.0;168064.0;136348.0;141710.0;246311.0
67840;214786.0;236172.0;240567.0;230708.0;193499.0
68185;149084.0;115234.0;106007.0;238541.0;276680.0
69232;69405.0;62272.0;252848.0;247447.0;123883.0
69405;69232.0;189516.0;225996.0;220240.0;182746.0
69721;109461.0;238961.0;250764.0;229741.0;155495.0
69808;134837.0;88122.0;258938.0;144555.0;82407.0
70052;96054.0;244736.0;113904.0;141444.0;240567.0
70065;153563.0;158226.0;266866.0;81560.0;257028.0
70415;211430.0;208671.0;240567.0;242361.0;101305.0
70594;231237.0;145165.0;124079.0;101305.0;202173.0
71712;273979.0;22625.0;95316.0;169233.0;136348.0
72352;38781.0;170742.0;123883.0;88677.0;251339.0
73196;201017.0;208141.0;92547.0;44845.0;55892.0
73651;196985.0;273113.0;189516.0;153718.0;177374.0
73681;201290.0;80538.0;254.0;273086.0;88122.0
73923;196466.0;114544.0;127914.0;263325.0;181687.0
75081;172512.0;123790.0;10447.0;268622.0;7915.0
75591;250184.0;151107.0;197775.0;101305.0;37712.0
75595;134247.0;107244.0;34300.0;270820.0;41781.0
75860;82831.0;30824.0;168064.0;124078.0;171970.0
76151;123883.0;273113.0;168245.0;247447.0;133296.0
76223;264317.0;81560.0;251844.0;88122.0;158226.0
76483;271448.0;240567.0;137589.0;105517.0;193458.0
76818;240567.0;110934.0;80683.0;88122.0;196047.0
76942;238541.0;259629.0;104665.0;2977.0;274301.0
77480;51094.0;273086.0;184513.0;9856.0;227705.0
77809;8253.0;88937.0;137589.0;158254.0;147141.0
78448;196738.0;180917.0;22625.0;150498.0;55927.0
78553;168245.0;180378.0;88122.0;183088.0;177374.0
79186;187170.0;254.0;138995.0;147141.0;9856.0
79441;254206.0;182334.0;145449.0;196160.0;91832.0
79942;126296.0;32440.0;91203.0;114216.0;238557.0
80538;251844.0;73681.0;271705.0;27647.0;195469.0
80555;2033.0;238541.0;124078.0;110483.0;189139.0
80683;137589.0;76818.0;241614.0;31919.0;95932.0
80810;190459.0;173481.0;209373.0;242646.0;273086.0
80908;39467.0;116122.0;205473.0;131126.0;96448.0
81045;228681.0;30824.0;124487.0;202173.0;189516.0
81560;76223.0;138995.0;70065.0;177432.0;226879.0
81848;230496.0;16916.0;88122.0;197775.0;138995.0
81977;250184.0;236172.0;239584.0;8253.0;222296.0
82407;180917.0;216466.0;10314.0;255218.0;169233.0
82511;250510.0;250764.0;170415.0;43619.0;86202.0
82831;75860.0;87974.0;138995.0;18067.0;16155.0
82926;278188.0;100578.0;99955.0;99227.0;98787.0
83109;141444.0;183046.0;135831.0;137688.0;253821.0
83287;164323.0;44728.0;134247.0;236340.0;173481.0
83637;249924.0;88122.0;169233.0;25409.0;10447.0
83671;167349.0;226965.0;31391.0;235392.0;36299.0
84024;208147.0;201674.0;110934.0;249924.0;53220.0
85426;265083.0;17950.0;185176.0;180917.0;126492.0
85526;6242.0;245371.0;263325.0;37712.0;8253.0
85656;208829.0;168064.0;172061.0;229011.0;203075.0
85701;204591.0;8936.0;107244.0;104665.0;62891.0
85757;67663.0;205980.0;260897.0;265083.0;155219.0
85993;156214.0;201783.0;222941.0;88122.0;227705.0
86189;244994.0;259035.0;169233.0;37712.0;190459.0
86202;98787.0;256247.0;10447.0;141710.0;145165.0
86641;234721.0;76942.0;81560.0;79441.0;222204.0
86835;96054.0;196466.0;224430.0;170415.0;62862.0
87143;278188.0;95991.0;99227.0;98787.0;98758.0
87712;114544.0;50547.0;208568.0;43806.0;190459.0
87974;258938.0;113817.0;91203.0;18067.0;16155.0
88122;183088.0;203075.0;208141.0;254.0;201783.0
88283;251140.0;164323.0;88793.0;60707.0;85426.0
88677;168245.0;91266.0;69232.0;252848.0;164828.0
88693;269890.0;51350.0;101305.0;48046.0;8245.0
88793;145165.0;36609.0;221445.0;231237.0;239584.0
88937;224435.0;63938.0;161752.0;43619.0;197364.0
89014;181687.0;244736.0;155219.0;164323.0;43806.0
89192;160541.0;124079.0;147224.0;238864.0;36907.0
89307;206074.0;259625.0;28666.0;251339.0;233917.0
89891;278188.0;95932.0;99227.0;98787.0;98758.0
90232;273086.0;53628.0;125203.0;113270.0;240035.0
90766;238541.0;197364.0;199772.0;91931.0;213316.0
91203;43619.0;87974.0;158254.0;106816.0;144255.0
91266;129465.0;76151.0;207349.0;88677.0;224138.0
91342;196985.0;273113.0;207349.0;177090.0;264031.0
91832;177072.0;105517.0;190741.0;208141.0;267033.0
91931;263325.0;238541.0;200978.0;268110.0;265083.0
92405;273113.0;259035.0;204591.0;178667.0;41781.0
92547;16916.0;230496.0;32122.0;238961.0;256402.0
92652;89014.0;268622.0;151107.0;138578.0;32627.0
92810;209373.0;199416.0;53220.0;217318.0;149084.0
92853;131855.0;263325.0;126296.0;238864.0;107301.0
92861;37538.0;220278.0;260897.0;85757.0;89014.0
92979;135831.0;4017.0;58363.0;138578.0;75591.0
93363;152249.0;16916.0;266056.0;32122.0;238961.0
93426;56554.0;254206.0;263163.0;181687.0;266056.0
93629;209373.0;221445.0;141710.0;111947.0;62881.0
94242;217740.0;131126.0;13082.0;69721.0;81977.0
94853;242361.0;173018.0;113467.0;110373.0;100459.0
94951;183196.0;250962.0;180957.0;207782.0;165319.0
94985;273086.0;229313.0;119575.0;126693.0;258690.0
95010;48046.0;62881.0;218552.0;195469.0;96771.0
95193;149084.0;202173.0;177690.0;49422.0;236172.0
95316;71712.0;221445.0;197364.0;240568.0;201674.0
95902;39467.0;214920.0;164096.0;12982.0;217740.0
95903;15957.0;138097.0;33580.0;66680.0;163804.0
95932;126492.0;80683.0;8253.0;197364.0;75595.0
95991;164323.0;107301.0;180917.0;30735.0;145165.0
96054;242361.0;86835.0;170415.0;196466.0;70052.0
96448;129563.0;273086.0;138543.0;224430.0;85426.0
96554;8066.0;273086.0;48046.0;32440.0;120908.0
96771;196738.0;209875.0;208829.0;167349.0;59150.0
97754;14422.0;7915.0;171970.0;246311.0;64436.0
97874;247055.0;179772.0;259035.0;244736.0;4017.0
98297;138543.0;125203.0;92547.0;249862.0;265591.0
98647;267249.0;238557.0;188010.0;53220.0;247055.0
98758;109901.0;270820.0;133689.0;182746.0;180586.0
98787;86202.0;181687.0;231237.0;221445.0;36907.0
99227;27788.0;117539.0;98297.0;36715.0;79942.0
99955;62881.0;151790.0;252071.0;55927.0;238541.0
100459;114544.0;22625.0;141444.0;140358.0;4017.0
100578;183046.0;242361.0;230496.0;127826.0;111578.0
100644;107301.0;164323.0;216466.0;231237.0;209373.0
100846;159376.0;236172.0;7915.0;180917.0;250184.0
101305;149084.0;151107.0;211430.0;273979.0;126604.0
101606;32122.0;147141.0;88937.0;182053.0;153563.0
101876;159376.0;51094.0;30972.0;14422.0;53220.0
102275;113270.0;10447.0;192176.0;84024.0;259260.0
102359;104399.0;219683.0;110214.0;126492.0;27617.0
102647;196047.0;173481.0;240567.0;62881.0;108285.0
102702;269321.0;164828.0;153718.0;229011.0;123883.0
103304;220240.0;50225.0;141710.0;264031.0;63938.0
104399;241980.0;201783.0;59727.0;226965.0;133296.0
104429;238526.0;40889.0;242361.0;96054.0;62881.0
104665;62881.0;240035.0;126492.0;242083.0;196047.0
105108;230496.0;244736.0;89014.0;150979.0;151107.0
105374;198621.0;190459.0;170415.0;137589.0;117111.0
105517;212467.0;42914.0;136010.0;96054.0;91832.0
105745;243745.0;96554.0;94242.0;131126.0;278188.0
106007;68185.0;225989.0;211344.0;222296.0;27647.0
106816;211847.0;149084.0;91203.0;8066.0;242073.0
107244;196047.0;164323.0;268032.0;85701.0;75595.0
107301;164323.0;162052.0;30735.0;208671.0;95991.0
107453;133296.0;32122.0;241980.0;9417.0;179718.0
108005;10447.0;63938.0;6563.0;122793.0;181687.0
108285;55734.0;102647.0;107244.0;127826.0;231827.0
108352;62862.0;223154.0;240567.0;196457.0;131837.0
108773;173018.0;195469.0;250184.0;25131.0;69405.0
109461;69721.0;238961.0;246311.0;85426.0;128696.0
109574;14422.0;10447.0;137589.0;28634.0;75081.0
109901;126492.0;259901.0;163570.0;219683.0;177432.0
109955;181076.0;56554.0;226965.0;258938.0;267033.0
110076;277639.0;16916.0;62881.0;27140.0;8681.0
110214;252820.0;167349.0;219683.0;102359.0;276680.0
110373;247752.0;207499.0;136252.0;117111.0;21659.0
110483;124597.0;31391.0;167349.0;235392.0;36299.0
110746;258938.0;144255.0;242361.0;32122.0;63938.0
110934;185176.0;229741.0;76818.0;84024.0;85426.0
111174;259629.0;129008.0;113904.0;101305.0;113270.0
111578;49422.0;242646.0;268622.0;225989.0;227705.0
111847;126492.0;43619.0;132173.0;273113.0;209373.0
111947;226006.0;115234.0;126492.0;238557.0;93629.0
112083;254.0;154176.0;146175.0;12824.0;96554.0
113270;102275.0;22625.0;273086.0;221445.0;127826.0
113467;59150.0;244736.0;219259.0;62891.0;126693.0
113817;87974.0;149084.0;86202.0;95193.0;230496.0
113904;70052.0;43619.0;62862.0;164027.0;30972.0
114178;225989.0;143792.0;41841.0;134247.0;59971.0
114216;172512.0;79942.0;207499.0;47316.0;107301.0
114444;196466.0;273086.0;224430.0;96054.0;190459.0
114544;22625.0;30972.0;190459.0;62862.0;87712.0
114865;157247.0;16943.0;150498.0;32721.0;98787.0
115002;229011.0;102702.0;247447.0;9908.0;177374.0
115003;224430.0;190459.0;196466.0;22625.0;64436.0
115234;43619.0;111947.0;68185.0;222204.0;106007.0
116122;188951.0;110483.0;210959.0;8971.0;104665.0
117111;128208.0;120908.0;170415.0;55734.0;25131.0
117251;242361.0;10447.0;6563.0;249924.0;206567.0
117539;258938.0;245371.0;238541.0;27788.0;188010.0
119575;201447.0;102275.0;126296.0;227705.0;271195.0
120093;109901.0;180586.0;272225.0;196047.0;126492.0
120565;87974.0;101305.0;55927.0;22625.0;187520.0
120908;149084.0;273113.0;256247.0;177374.0;260897.0
121726;242409.0;252827.0;179733.0;238557.0;246156.0
122429;85757.0;131837.0;15957.0;19664.0;7286.0
122793;139742.0;240568.0;108005.0;10314.0;194600.0
122881;234597.0;88122.0;124079.0;206074.0;80683.0
123056;245371.0;2891.0;80683.0;81977.0;45557.0
123095;32122.0;16916.0;230496.0;238961.0;208671.0
123625;149690.0;149934.0;233711.0;159858.0;174830.0
123790;197775.0;169233.0;86202.0;263325.0;258938.0
123883;273113.0;247447.0;76151.0;177374.0;207349.0
124078;138995.0;20201.0;180917.0;135458.0;59727.0
124079;190459.0;70594.0;141819.0;164323.0;211344.0
124310;217318.0;27788.0;151790.0;67840.0;258938.0
124363;220240.0;15957.0;135831.0;13082.0;163804.0
124487;232945.0;242646.0;193898.0;273113.0;81045.0
124489;182746.0;59189.0;177374.0;153718.0;201017.0
124597;110483.0;147141.0;240567.0;13082.0;32122.0
125203;138543.0;249862.0;263163.0;98297.0;90232.0
125519;30972.0;232945.0;53220.0;238526.0;173481.0
126296;79942.0;253821.0;53628.0;114444.0;172512.0
126492;109901.0;209373.0;259629.0;62881.0;140358.0
126604;101305.0;266865.0;30487.0;106007.0;211430.0
126693;134247.0;242073.0;120908.0;43619.0;270820.0
127129;214272.0;242646.0;259035.0;30972.0;2766.0
127826;141710.0;250184.0;164323.0;274301.0;113270.0
127914;114544.0;73923.0;155219.0;13850.0;223154.0
128085;236172.0;209373.0;202173.0;177690.0;196738.0
128208;13082.0;117111.0;170415.0;201768.0;88937.0
128696;180917.0;22625.0;268032.0;16106.0;199772.0
129008;249924.0;132083.0;127826.0;136348.0;111174.0
129465;259035.0;177090.0;91266.0;204591.0;76151.0
129503;80538.0;90232.0;260897.0;149084.0;63938.0
129563;130554.0;221445.0;146230.0;96448.0;138543.0
129851;136252.0;147141.0;117539.0;182053.0;110373.0
130438;30824.0;100459.0;142256.0;182053.0;43806.0
130554;129563.0;79186.0;254.0;88122.0;209875.0
131027;161752.0;128696.0;201783.0;245371.0;263877.0
131126;75595.0;39467.0;109901.0;163570.0;43806.0
131675;187520.0;69405.0;266866.0;263163.0;277478.0
131837;166824.0;170575.0;123790.0;150979.0;220278.0
131855;92853.0;174092.0;224646.0;138073.0;238864.0
132083;249924.0;224430.0;178199.0;134247.0;129008.0
132173;273113.0;123883.0;111847.0;177374.0;189516.0
132663;117111.0;203017.0;97874.0;125519.0;44728.0
132836;136252.0;106816.0;207499.0;211847.0;149084.0
133296;241980.0;32122.0;107453.0;153718.0;27462.0
133567;276018.0;35407.0;214244.0;88283.0;96448.0
133571;51094.0;145165.0;243930.0;86189.0;238541.0
133689;252071.0;265083.0;258938.0;164027.0;169233.0
133868;206074.0;182086.0;164905.0;216012.0;278188.0
134247;75595.0;196047.0;43619.0;173481.0;182993.0
134797;190459.0;196466.0;196047.0;141902.0;28634.0
134837;242073.0;138543.0;205943.0;69808.0;92547.0
135458;259035.0;138995.0;251844.0;37712.0;256402.0
135831;169233.0;8245.0;10314.0;244277.0;240567.0
136010;138097.0;182334.0;33580.0;38273.0;15957.0
136139;63938.0;273979.0;271448.0;10314.0;264031.0
136252;147141.0;110373.0;111174.0;79186.0;188010.0
136348;181687.0;143415.0;36609.0;182993.0;129008.0
136382;245410.0;201674.0;208147.0;138995.0;247447.0
137190;151806.0;261037.0;185308.0;166922.0;209516.0
137397;53628.0;52203.0;126296.0;107453.0;90232.0
137589;80683.0;271448.0;21576.0;208829.0;96054.0
137688;183046.0;169233.0;208568.0;159440.0;30273.0
138073;131855.0;266866.0;127826.0;158226.0;92853.0
138097;66680.0;163804.0;15957.0;33580.0;136010.0
138198;22625.0;81977.0;36715.0;73681.0;27788.0
138543;249862.0;125203.0;250962.0;155495.0;37712.0
138578;96054.0;190459.0;271448.0;114544.0;144555.0
138995;124078.0;135458.0;20201.0;180917.0;155495.0
139467;244994.0;22625.0;7915.0;268110.0;197364.0
139742;159376.0;194600.0;122793.0;30972.0;184513.0
140036;230249.0;95316.0;242073.0;92547.0;59150.0
140358;16916.0;126492.0;163570.0;55734.0;227705.0
141444;62862.0;114544.0;70052.0;96054.0;240567.0
141491;135831.0;224430.0;32122.0;196466.0;63938.0
141493;50547.0;190459.0;47316.0;32122.0;208671.0
141710;86202.0;127826.0;96054.0;223154.0;164323.0
141819;124079.0;277478.0;190459.0;195469.0;263877.0
141901;10314.0;231237.0;149084.0;114544.0;88793.0
141902;96054.0;86835.0;32122.0;196466.0;134797.0
142093;95991.0;99955.0;99227.0;98787.0;98758.0
142121;244736.0;242361.0;51094.0;231237.0;192093.0
142256;273086.0;22625.0;43806.0;180586.0;240035.0
142454;57449.0;222488.0;35433.0;56360.0;278188.0
143163;190459.0;7158.0;264525.0;30972.0;167349.0
143415;145431.0;151107.0;136348.0;81977.0;2891.0
143792;158254.0;147141.0;147451.0;246156.0;258938.0
144131;95991.0;99955.0;99227.0;98787.0;98758.0
144255;126492.0;236172.0;146803.0;86202.0;91203.0
144555;28634.0;29855.0;22625.0;266865.0;13273.0
145165;88793.0;86202.0;231237.0;64436.0;221445.0
145431;181687.0;143415.0;235282.0;43910.0;136348.0
145449;49460.0;144255.0;260897.0;145165.0;110934.0
145641;164027.0;27788.0;22625.0;137589.0;7915.0
146175;192093.0;242361.0;180348.0;190459.0;114444.0
146230;129563.0;278188.0;221445.0;114544.0;192176.0
146348;10314.0;136010.0;198012.0;128696.0;137589.0
146564;110746.0;28634.0;268833.0;242646.0;63394.0
146803;180917.0;144255.0;170947.0;187256.0;6563.0
147141;21364.0;126492.0;229741.0;9908.0;172512.0
147224;141710.0;164027.0;2891.0;234597.0;265083.0
147451;238864.0;143792.0;135831.0;193499.0;110746.0
147965;250510.0;242646.0;180348.0;30273.0;246311.0
148199;138995.0;67663.0;51350.0;79186.0;277639.0
148258;268030.0;128696.0;97874.0;192093.0;125519.0
149069;159440.0;178522.0;152354.0;107301.0;138578.0
149084;120908.0;180917.0;101305.0;13082.0;32122.0
149690;267249.0;30972.0;250510.0;123625.0;265083.0
149907;126604.0;4017.0;110076.0;25601.0;196466.0
149934;133689.0;242361.0;276680.0;141710.0;151107.0
150498;88937.0;40889.0;144255.0;134247.0;152354.0
150979;250184.0;98787.0;173481.0;131837.0;164027.0
151107;101305.0;4017.0;143415.0;25131.0;252071.0
151589;141491.0;149084.0;96054.0;211430.0;41781.0
151790;238557.0;9856.0;260183.0;149934.0;99955.0
